,Country,Country_code,Year,Gini,real_GDP,cpi,ip,unrate
99,Spain,ESP,2009-01-01,34.9,267741.05,0.3469851948950559,104.68075390062833,21.3907641387867
100,Spain,ESP,2010-01-01,35.2,268177.25,0.12023721074768029,105.56625463854559,24.7887202034731
101,Spain,ESP,2011-01-01,35.7,265993.525,0.06778326184832281,104.03825336521116,26.092091924357
102,Spain,ESP,2012-01-01,35.4,258122.725,0.24721145424094965,97.22341435284531,24.4432527671105
103,Spain,ESP,2013-01-01,36.2,254500.375,0.19740482990785382,95.65199637666365,22.0570220995593
104,Spain,ESP,2014-01-01,36.1,258052.4,0.23806181257259187,96.84616403847004,19.6341796073529
105,Spain,ESP,2015-01-01,36.2,267958.025,0.022072228111782416,100.00008333340286,17.2248852377033
106,Spain,ESP,2016-01-01,35.8,276098.0,-0.08556407797056546,101.89283491069575,15.2580145201049
107,Spain,ESP,2017-01-01,34.7,284313.75,0.003969734956275667,105.07542089618408,14.1061486270785
108,Spain,ESP,2018-01-01,34.7,290809.075,0.13282926454617036,105.46700455583716,15.5300333642546
109,Spain,ESP,2019-01-01,34.3,296578.625,0.09339931539373549,106.075921729935,14.7867853604526
110,United Kingdom,UK,1993-01-01,35.15833333333334,270480.7,2.06325,101.68333333333334,10.376355508073974
111,United Kingdom,UK,1994-01-01,36.0,280883.425,2.06325,107.15833333333333,9.493999825464392
112,United Kingdom,UK,1995-01-01,35.5,287213.55,2.06325,109.06666666666666,8.620284086060897
113,United Kingdom,UK,1996-01-01,35.3,294369.55,2.06325,110.55,8.09735577098591
114,United Kingdom,UK,1997-01-01,35.7,309015.55,2.06325,112.05,6.969645639707805
115,United Kingdom,UK,1998-01-01,36.6,320473.15,2.06325,113.3,6.258228912196485
116,United Kingdom,UK,1999-01-01,36.8,331033.175,2.06325,114.475,5.97716800593345
117,United Kingdom,UK,2000-01-01,39.6,342640.15,2.06325,116.56666666666666,5.459300205419478
118,United Kingdom,UK,2001-01-01,37.9,351995.15,2.06325,114.79166666666667,5.097406297443407
